Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_Safe,Sales_per_Visibility,MRP_Tier,Item_Category
FDJ10,5.095,Regular,0.129766301,Snack Foods,141.6838,OUT045,2002,Small,Tier 2,Supermarket Type1,3231.1274,22,0.129766301,24899.587759691167,High,Snacks
FDK27,11.0,Low Fat,0.008997141,Meat,119.9756,OUT017,2007,Small,Tier 2,Supermarket Type1,1938.8096,17,0.008997141,215491.74343271935,High,Food
FDR09,18.25,Low Fat,0.07784544,Snack Foods,260.5962,OUT049,1999,Medium,Tier 1,Supermarket Type1,3884.943,25,0.07784544,49905.8519034641,Very High,Snacks
FDO60,20.0,Low Fat,0.0,Baking Goods,43.4086,OUT018,2009,Medium,Tier 3,Supermarket Type2,401.4774,15,0.001,401477.39999999997,Low,Snacks
FDX50,13.35,Low Fat,0.074265816,Dairy,109.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3757.7752,39,0.074265816,50598.98890762878,High,Food
FDR44,13.1,Regular,0.102422487,Fruits and Vegetables,131.4968,OUT027,1985,Medium,Tier 3,Supermarket Type3,1565.9616,39,0.102422487,15289.23623969412,High,Food
FDD17,7.5,Low Fat,0.032811503,Frozen Foods,239.6906,OUT017,2007,Small,Tier 2,Supermarket Type1,2614.5966,17,0.032811503,79685.36522084953,Very High,Food
FDI60,7.22,Regular,0.038477325,Baking Goods,62.951,OUT018,2009,Medium,Tier 3,Supermarket Type2,1138.518,15,0.038477325,29589.32306234906,Medium,Snacks
FDH31,12.0,Regular,0.020411155,Meat,98.6042,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.2462,27,0.020411155,53463.226358332,Medium,Food
FDL50,12.15,Regular,0.042552418,Canned,123.5046,OUT017,2007,Small,Tier 2,Supermarket Type1,1743.0644,17,0.042552418,40962.7579800518,High,Food
FDO21,11.6,Regular,0.009818244,Snack Foods,223.1404,OUT017,2007,Small,Tier 2,Supermarket Type1,5175.9292,17,0.009818244,527174.6353013838,Very High,Snacks
FDW12,8.315,Regular,0.035572183,Baking Goods,144.4444,OUT046,1997,Small,Tier 1,Supermarket Type1,2902.888,27,0.035572183,81605.56241375458,High,Snacks
FDT15,12.15,Regular,0.04274788,Meat,183.695,OUT049,1999,Medium,Tier 1,Supermarket Type1,2929.52,25,0.04274788,68530.18208154416,Very High,Food
FDV25,5.905,Low Fat,0.04572322,Canned,222.1456,OUT049,1999,Medium,Tier 1,Supermarket Type1,5747.1856,25,0.04572322,125695.11946009051,Very High,Food
DRH13,8.575,Low Fat,0.023934398,Soft Drinks,105.828,OUT045,2002,Small,Tier 2,Supermarket Type1,958.752,22,0.023934398,40057.49382123586,High,Drinks
FDG21,17.35,Regular,0.146527359,Seafood,147.905,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.075,25,0.146527359,15335.53198075453,High,Food
NCI55,18.6,Low Fat,0.012651172,Household,123.1414,OUT035,2004,Small,Tier 2,Supermarket Type1,2314.9866,20,0.012651172,182985.9399587643,High,Non-Food
NCO06,13.15,Low Fat,0.107507291,Household,34.8558,OUT027,1985,Medium,Tier 3,Supermarket Type3,441.4254,39,0.107507291,4106.004308117112,Low,Non-Food
FDR27,15.1,Regular,0.096295326,Meat,133.4942,OUT045,2002,Small,Tier 2,Supermarket Type1,1457.4362,22,0.096295326,15135.06688787782,High,Food
FDA22,13.175,Low Fat,0.0,Starchy Foods,167.5158,OUT027,1985,Medium,Tier 3,Supermarket Type3,4345.0108,39,0.001,4345010.8,Very High,Food
FDS03,7.825,Low Fat,0.079613553,Meat,65.0826,OUT035,2004,Small,Tier 2,Supermarket Type1,1162.4868,20,0.079613553,14601.61940015414,Medium,Food
FDZ12,9.17,Low Fat,0.103398309,Baking Goods,143.947,OUT018,2009,Medium,Tier 3,Supermarket Type2,2576.646,15,0.103398309,24919.614497757408,High,Snacks
FDJ20,20.7,Regular,0.16767231,Fruits and Vegetables,124.2388,OUT010,1998,Small,Tier 3,Grocery Store,247.6776,26,0.16767231,1477.1526676050448,High,Food
FDV09,12.1,Low Fat,0.020551458,Snack Foods,146.6734,OUT013,1987,High,Tier 3,Supermarket Type1,2227.101,37,0.020551458,108367.0560015742,High,Snacks
FDW09,13.65,Regular,0.025961116,Snack Foods,80.4302,OUT049,1999,Medium,Tier 1,Supermarket Type1,316.9208,25,0.025961116,12207.518351676406,Medium,Snacks
FDS36,8.38,Regular,0.046960237,Baking Goods,111.857,OUT049,1999,Medium,Tier 1,Supermarket Type1,2966.139,25,0.046960237,63162.77747916817,High,Snacks
FDY19,19.75,Low Fat,0.041533438,Fruits and Vegetables,119.8466,OUT018,2009,Medium,Tier 3,Supermarket Type2,2239.0854,15,0.041533438,53910.42754515049,High,Food
DRC49,8.67,Low Fat,0.065436581,Soft Drinks,142.9128,OUT046,1997,Small,Tier 1,Supermarket Type1,2013.3792,27,0.065436581,30768.404602312585,High,Drinks
FDN12,15.6,Low Fat,0.08126841,Baking Goods,110.2544,OUT045,2002,Small,Tier 2,Supermarket Type1,1789.6704,22,0.08126841,22021.72283178667,High,Snacks
FDJ03,12.35,Regular,0.072689818,Dairy,48.7692,OUT018,2009,Medium,Tier 3,Supermarket Type2,788.3072,15,0.072689818,10844.809103800479,Low,Food
FDC46,17.7,Low Fat,0.116723677,Snack Foods,182.4266,OUT049,1999,Medium,Tier 1,Supermarket Type1,5163.9448,25,0.116723677,44240.76530762478,Very High,Snacks
FDM02,12.5,Regular,0.074035423,Canned,87.9198,OUT018,2009,Medium,Tier 3,Supermarket Type2,1133.8574,15,0.074035423,15315.066140704026,Medium,Food
FDV20,20.2,Regular,0.059751638,Fruits and Vegetables,129.1678,OUT013,1987,High,Tier 3,Supermarket Type1,1017.3424,37,0.059751638,17026.184286362157,High,Food
NCH07,13.15,Low Fat,0.092854963,Household,158.7604,OUT045,2002,Small,Tier 2,Supermarket Type1,3010.7476,22,0.092854963,32424.196862799894,Very High,Non-Food
FDL28,12.85,Regular,0.0,Frozen Foods,230.0668,OUT019,1985,Small,Tier 1,Grocery Store,691.1004,39,0.001,691100.4,Very High,Food
FDJ46,13.15,Low Fat,0.044606379,Snack Foods,174.2054,OUT027,1985,Medium,Tier 3,Supermarket Type3,4377.635,39,0.044606379,98139.21457287532,Very High,Snacks
FDQ34,10.85,Low Fat,0.162107603,Snack Foods,106.3622,OUT013,1987,High,Tier 3,Supermarket Type1,2117.244,37,0.162107603,13060.732259424009,High,Snacks
NCD42,12.15,Low Fat,0.0,Health and Hygiene,37.3506,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.6662,39,0.001,1024666.1999999998,Low,Non-Food
FDO34,17.7,Low Fat,0.030060895,Snack Foods,166.4816,OUT018,2009,Medium,Tier 3,Supermarket Type2,2013.3792,15,0.030060895,66976.68848515654,Very High,Snacks
FDX60,14.35,Low Fat,0.081050006,Baking Goods,79.196,OUT017,2007,Small,Tier 2,Supermarket Type1,1278.336,17,0.081050006,15772.188838579483,Medium,Snacks
FDZ28,20.0,Regular,0.051783761,Frozen Foods,125.8678,OUT017,2007,Small,Tier 2,Supermarket Type1,3433.5306,17,0.051783761,66305.160801279,High,Food
FDT36,12.3,Low Fat,0.0,Baking Goods,37.2874,OUT013,1987,High,Tier 3,Supermarket Type1,705.748,37,0.001,705748.0,Low,Snacks
FDL24,10.3,Regular,0.024998007,Baking Goods,174.4422,OUT018,2009,Medium,Tier 3,Supermarket Type2,3448.844,15,0.024998007,137964.75855055166,Very High,Snacks
FDJ58,15.6,Regular,0.105208448,Snack Foods,170.5764,OUT013,1987,High,Tier 3,Supermarket Type1,4466.1864,37,0.105208448,42450.834366456955,Very High,Snacks
FDY12,9.8,Regular,0.14118383,Baking Goods,50.5008,OUT018,2009,Medium,Tier 3,Supermarket Type2,253.004,15,0.14118383,1792.0182502486296,Medium,Snacks
FDP58,11.1,Low Fat,0.135692831,Snack Foods,220.0482,OUT018,2009,Medium,Tier 3,Supermarket Type2,2628.5784,15,0.135692831,19371.53481601397,Very High,Snacks
FDC41,12.85,Low Fat,0.116347087,Frozen Foods,76.867,OUT027,1985,Medium,Tier 3,Supermarket Type3,2526.711,39,0.116347087,21717.011273346274,Medium,Food
FDY07,11.8,Low Fat,0.12150063,Fruits and Vegetables,46.8402,OUT013,1987,High,Tier 3,Supermarket Type1,413.4618,37,0.12150063,3402.9601327993114,Low,Food
FDN08,7.72,Regular,0.088864488,Fruits and Vegetables,119.3466,OUT017,2007,Small,Tier 2,Supermarket Type1,3064.0116,17,0.088864488,34479.595493758985,High,Food
FDJ53,12.85,Low Fat,0.070912843,Frozen Foods,121.5098,OUT027,1985,Medium,Tier 3,Supermarket Type3,2410.196,39,0.070912843,33988.14513754581,High,Food
FDX04,19.6,Regular,0.041571557,Frozen Foods,49.9376,OUT046,1997,Small,Tier 1,Supermarket Type1,623.1888,27,0.041571557,14990.749564660278,Low,Food
FDZ19,6.425,Low Fat,0.093454899,Fruits and Vegetables,175.3712,OUT046,1997,Small,Tier 1,Supermarket Type1,2988.1104,27,0.093454899,31973.82300953533,Very High,Food
FDB45,20.85,Low Fat,0.021329793,Fruits and Vegetables,105.5306,OUT046,1997,Small,Tier 1,Supermarket Type1,940.7754,27,0.021329793,44106.16643115102,High,Food
NCF54,18.0,Low Fat,0.079299474,Household,170.5422,OUT010,1998,Small,Tier 3,Grocery Store,344.8844,26,0.079299474,4349.138557968241,Very High,Non-Food
FDX21,7.05,Low Fat,0.085138334,Snack Foods,108.6912,OUT045,2002,Small,Tier 2,Supermarket Type1,1310.2944,22,0.085138334,15390.181348862196,High,Snacks
FDA50,16.25,Low Fat,0.087175137,Dairy,98.341,OUT046,1997,Small,Tier 1,Supermarket Type1,1351.574,27,0.087175137,15504.122465560336,Medium,Food
DRH39,20.7,Low Fat,0.093214498,Dairy,74.667,OUT017,2007,Small,Tier 2,Supermarket Type1,2143.876,17,0.093214498,22999.383636652747,Medium,Food
FDA38,5.44,Low Fat,0.025458716,Dairy,241.2538,OUT013,1987,High,Tier 3,Supermarket Type1,3124.5994,37,0.025458716,122732.01052244741,Very High,Food
NCP30,20.5,Low Fat,0.032741422,Household,40.4822,OUT013,1987,High,Tier 3,Supermarket Type1,589.233,37,0.032741422,17996.561053456993,Low,Non-Food
FDW19,12.35,Regular,0.038560279,Fruits and Vegetables,109.857,OUT049,1999,Medium,Tier 1,Supermarket Type1,1208.427,25,0.038560279,31338.647731257333,High,Food
FDF41,12.85,Low Fat,0.130544568,Frozen Foods,248.046,OUT027,1985,Medium,Tier 3,Supermarket Type3,7883.072,39,0.130544568,60386.05911201146,Very High,Food
DRF23,4.61,Low Fat,0.122629121,Hard Drinks,175.4396,OUT035,2004,Small,Tier 2,Supermarket Type1,2616.594,20,0.122629121,21337.460292160133,Very High,Drinks
NCP14,8.275,Low Fat,0.110913601,Household,106.3306,OUT017,2007,Small,Tier 2,Supermarket Type1,1254.3672,17,0.110913601,11309.408302413694,High,Non-Food
FDK44,13.1,Low Fat,0.121635591,Fruits and Vegetables,175.4738,OUT027,1985,Medium,Tier 3,Supermarket Type3,2954.1546,39,0.121635591,24286.92601986864,Very High,Food
DRA59,8.27,Regular,0.128449055,Soft Drinks,186.5924,OUT018,2009,Medium,Tier 3,Supermarket Type2,4442.2176,15,0.128449055,34583.497714327284,Very High,Drinks
FDC28,7.905,Low Fat,0.055098434,Frozen Foods,109.2254,OUT045,2002,Small,Tier 2,Supermarket Type1,976.7286,22,0.055098434,17726.97568863754,High,Food
NCO53,16.2,Low Fat,0.0,Health and Hygiene,182.1608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3123.9336,25,0.001,3123933.5999999996,Very High,Non-Food
FDY55,13.1,Low Fat,0.0,Fruits and Vegetables,258.3988,OUT019,1985,Small,Tier 1,Grocery Store,256.9988,39,0.001,256998.80000000002,Very High,Food
NCS54,13.6,Low Fat,0.010013429,Household,176.437,OUT045,2002,Small,Tier 2,Supermarket Type1,4587.362,22,0.010013429,458120.9893234375,Very High,Non-Food
NCM07,9.395,Low Fat,0.040187877,Others,85.6908,OUT017,2007,Small,Tier 2,Supermarket Type1,1593.9252,17,0.040187877,39661.84130602371,Medium,Non-Food
FDQ19,7.35,Regular,0.024044279,Fruits and Vegetables,241.0512,OUT010,1998,Small,Tier 3,Grocery Store,242.3512,26,0.024044279,10079.37064779526,Very High,Food
FDS40,15.35,Low Fat,0.014007727,Frozen Foods,38.319,OUT013,1987,High,Tier 3,Supermarket Type1,292.952,37,0.014007727,20913.600043747283,Low,Food
FDC14,14.5,Regular,0.041214746,Canned,42.0454,OUT013,1987,High,Tier 3,Supermarket Type1,629.181,37,0.041214746,15265.919629833461,Low,Food
FDR12,12.6,Regular,0.031663212,Baking Goods,173.2764,OUT018,2009,Medium,Tier 3,Supermarket Type2,1030.6584,15,0.031663212,32550.6584739413,Very High,Snacks
FDM60,10.8,Regular,0.0,Baking Goods,39.3138,OUT013,1987,High,Tier 3,Supermarket Type1,1015.345,37,0.001,1015345.0,Low,Snacks
FDG26,18.85,Low Fat,0.042716162,Canned,257.833,OUT049,1999,Medium,Tier 1,Supermarket Type1,3332.329,25,0.042716162,78010.9645618443,Very High,Food
NCL55,12.15,Low Fat,0.06479182,Others,254.004,OUT045,2002,Small,Tier 2,Supermarket Type1,2277.036,22,0.06479182,35143.88081705376,Very High,Non-Food
FDO21,11.6,Regular,0.009761175,Snack Foods,226.9404,OUT035,2004,Small,Tier 2,Supermarket Type1,1800.3232,20,0.009761175,184437.13999595336,Very High,Snacks
NCG18,15.3,Low Fat,0.02295878,Household,101.6332,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976,37,0.02295878,80387.44218987245,High,Non-Food
FDA27,20.35,Regular,0.030927632,Dairy,256.8672,OUT046,1997,Small,Tier 1,Supermarket Type1,3579.3408,27,0.030927632,115732.77902427189,Very High,Food
DRG03,14.5,Low Fat,0.103752817,Dairy,155.1998,OUT010,1998,Small,Tier 3,Grocery Store,307.5996,26,0.103752817,2964.734923775612,Very High,Food
FDC22,6.89,Regular,0.136428395,Snack Foods,193.982,OUT046,1997,Small,Tier 1,Supermarket Type1,1737.738,27,0.136428395,12737.363068736533,Very High,Snacks
FDC21,14.6,Regular,0.071904258,Fruits and Vegetables,106.8254,OUT010,1998,Small,Tier 3,Grocery Store,108.5254,26,0.071904258,1509.3042195081132,High,Food
FDN50,16.85,Regular,0.026627857,Canned,93.712,OUT018,2009,Medium,Tier 3,Supermarket Type2,745.696,15,0.026627857,28004.356490272574,Medium,Food
DRF27,8.93,Low Fat,0.028393624,Dairy,153.434,OUT013,1987,High,Tier 3,Supermarket Type1,1378.206,37,0.028393624,48539.27769135775,Very High,Food
FDW57,8.31,Regular,0.116331694,Snack Foods,176.9028,OUT017,2007,Small,Tier 2,Supermarket Type1,3010.7476,17,0.116331694,25880.716565513092,Very High,Snacks
FDM34,19.0,Low Fat,0.112893408,Snack Foods,131.0626,OUT010,1998,Small,Tier 3,Grocery Store,524.6504,26,0.112893408,4647.307662109022,High,Snacks
FDZ39,12.35,Regular,0.017937483,Meat,103.499,OUT027,1985,Medium,Tier 3,Supermarket Type3,1547.985,39,0.017937483,86298.89711951224,High,Food
FDU28,12.85,Regular,0.164438907,Frozen Foods,188.4214,OUT019,1985,Small,Tier 1,Grocery Store,376.8428,39,0.164438907,2291.6887911447866,Very High,Food
FDQ27,5.19,Regular,0.044252621,Meat,102.599,OUT046,1997,Small,Tier 1,Supermarket Type1,1651.184,27,0.044252621,37312.682564045186,High,Food
FDQ52,17.0,Low Fat,0.120060274,Frozen Foods,246.5434,OUT017,2007,Small,Tier 2,Supermarket Type1,4470.1812,17,0.120060274,37232.80858079668,Very High,Food
FDT51,11.65,Regular,0.010909704,Meat,110.8544,OUT013,1987,High,Tier 3,Supermarket Type1,1677.816,37,0.010909704,153791.15693698014,High,Food
NCI30,20.25,Low Fat,0.059055045,Household,247.346,OUT045,2002,Small,Tier 2,Supermarket Type1,1970.768,22,0.059055045,33371.71278084709,Very High,Non-Food
NCX29,10.0,Low Fat,0.149223055,Health and Hygiene,145.8102,OUT010,1998,Small,Tier 3,Grocery Store,874.8612,26,0.149223055,5862.77502494504,High,Non-Food
FDX38,13.35,Regular,0.084404264,Dairy,49.5376,OUT019,1985,Small,Tier 1,Grocery Store,143.8128,39,0.084404264,1703.8570468430362,Low,Food
FDO08,11.1,Regular,0.054079556,Fruits and Vegetables,165.9526,OUT017,2007,Small,Tier 2,Supermarket Type1,2631.2416,17,0.054079556,48655.01484516625,Very High,Food
FDM15,11.8,Regular,0.057655493,Meat,152.6366,OUT018,2009,Medium,Tier 3,Supermarket Type2,1662.5026,15,0.057655493,28835.11203347095,Very High,Food
FDW22,9.695,Regular,0.030413777,Snack Foods,221.3114,OUT018,2009,Medium,Tier 3,Supermarket Type2,2217.114,15,0.030413777,72898.34472055214,Very High,Snacks
FDT08,13.65,Low Fat,0.049496899,Fruits and Vegetables,151.505,OUT017,2007,Small,Tier 2,Supermarket Type1,2846.295,17,0.049496899,57504.511545258625,Very High,Food
FDS32,17.75,Regular,0.029653914,Fruits and Vegetables,140.5838,OUT046,1997,Small,Tier 1,Supermarket Type1,2669.1922,27,0.029653914,90011.46357947892,High,Food
NCI06,11.3,Low Fat,0.047912071,Household,179.866,OUT018,2009,Medium,Tier 3,Supermarket Type2,1258.362,15,0.047912071,26263.986793641212,Very High,Non-Food
FDR21,13.15,Low Fat,0.066611321,Snack Foods,178.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,3705.177,39,0.066611321,55623.83307185876,Very High,Snacks
FDD05,19.35,Low Fat,0.016611475,Frozen Foods,122.0098,OUT046,1997,Small,Tier 1,Supermarket Type1,2651.2156,27,0.016611475,159601.45622228007,High,Food
FDZ02,6.905,Regular,0.03822479,Dairy,99.8726,OUT045,2002,Small,Tier 2,Supermarket Type1,587.2356,22,0.03822479,15362.690023934729,Medium,Food
FDH47,13.5,Regular,0.129016487,Starchy Foods,98.4068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1846.9292,25,0.129016487,14315.451016737108,Medium,Food
FDM58,16.85,Regular,0.080141165,Snack Foods,111.4544,OUT017,2007,Small,Tier 2,Supermarket Type1,2013.3792,17,0.080141165,25122.909056787485,High,Snacks
FDG09,20.6,Regular,0.0480335,Fruits and Vegetables,188.2556,OUT045,2002,Small,Tier 2,Supermarket Type1,3755.112,22,0.0480335,78176.93901131501,Very High,Food
FDO27,6.175,Regular,0.179355893,Meat,94.1752,OUT049,1999,Medium,Tier 1,Supermarket Type1,575.2512,25,0.179355893,3207.3169739675077,Medium,Food
FDI41,18.5,Regular,0.062510529,Frozen Foods,146.8418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2059.9852,15,0.062510529,32954.211601696734,High,Food
FDK34,13.35,Low Fat,0.038519399,Snack Foods,236.8564,OUT035,2004,Small,Tier 2,Supermarket Type1,5005.4844,20,0.038519399,129947.10535333118,Very High,Snacks
NCX54,13.15,Low Fat,0.047827139,Household,105.3622,OUT027,1985,Medium,Tier 3,Supermarket Type3,3387.5904,39,0.047827139,70829.87757222945,High,Non-Food
FDL14,8.115,Regular,0.032208865,Canned,154.9972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3739.1328,25,0.032208865,116090.17579476953,Very High,Food
FDA13,15.85,Low Fat,0.078874948,Canned,37.4506,OUT018,2009,Medium,Tier 3,Supermarket Type2,303.6048,15,0.078874948,3849.191761115329,Low,Food
FDS11,10.6,Regular,0.097275777,Breads,223.9088,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,39,0.097275777,2299.737991298697,Very High,Food
FDT43,16.35,Low Fat,0.020664178,Fruits and Vegetables,50.8324,OUT017,2007,Small,Tier 2,Supermarket Type1,1298.31,17,0.020664178,62829.01744264882,Medium,Food
FDR07,21.35,Low Fat,0.078060605,Fruits and Vegetables,96.0094,OUT018,2009,Medium,Tier 3,Supermarket Type2,380.8376,15,0.078060605,4878.742612871115,Medium,Food
FDF41,12.15,Low Fat,0.131714183,Frozen Foods,245.846,OUT018,2009,Medium,Tier 3,Supermarket Type2,4434.228,15,0.131714183,33665.53167626602,Very High,Food
DRM23,16.6,Low Fat,0.135944247,Hard Drinks,172.0422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2586.633,25,0.135944247,19027.16045056324,Very High,Drinks
FDO52,11.6,Regular,0.077478931,Frozen Foods,170.3106,OUT018,2009,Medium,Tier 3,Supermarket Type2,4277.765,15,0.077478931,55211.97756329395,Very High,Food
FDD10,20.6,Regular,0.046114018,Snack Foods,178.2344,OUT045,2002,Small,Tier 2,Supermarket Type1,1070.6064,22,0.046114018,23216.506529532948,Very High,Snacks
FDN38,12.15,Regular,0.161030847,Canned,251.2408,OUT019,1985,Small,Tier 1,Grocery Store,1001.3632,39,0.161030847,6218.455772017394,Very High,Food
FDE17,20.1,Regular,0.054455495,Frozen Foods,149.5366,OUT046,1997,Small,Tier 1,Supermarket Type1,2871.5954,27,0.054455495,52732.88581804279,High,Food
FDZ03,13.65,Regular,0.0,Dairy,186.024,OUT018,2009,Medium,Tier 3,Supermarket Type2,4287.752,15,0.001,4287752.0,Very High,Food
FDD03,13.3,Low Fat,0.080257683,Dairy,232.63,OUT017,2007,Small,Tier 2,Supermarket Type1,1864.24,17,0.080257683,23228.18115743511,Very High,Food
NCW18,13.15,Low Fat,0.059037538,Household,237.7248,OUT027,1985,Medium,Tier 3,Supermarket Type3,2607.2728,39,0.059037538,44162.966280877095,Very High,Non-Food
DRG36,11.8,Low Fat,0.094916347,Soft Drinks,172.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,4277.765,39,0.094916347,45068.790942828855,Very High,Drinks
FDT43,16.35,Low Fat,0.034393057,Fruits and Vegetables,50.8324,OUT010,1998,Small,Tier 3,Grocery Store,155.7972,26,0.034393057,4529.902648665398,Medium,Food
NCU17,5.32,Low Fat,0.093261677,Health and Hygiene,100.9674,OUT018,2009,Medium,Tier 3,Supermarket Type2,1222.4088,15,0.093261677,13107.300225793708,High,Non-Food
FDH50,15.0,Regular,0.16143544,Canned,185.1266,OUT046,1997,Small,Tier 1,Supermarket Type1,2766.399,27,0.16143544,17136.25583081385,Very High,Food
FDU57,8.27,Regular,0.089479661,Snack Foods,148.6708,OUT013,1987,High,Tier 3,Supermarket Type1,2106.5912,37,0.089479661,23542.681950929607,High,Snacks
FDA56,13.1,Low Fat,0.008722342,Fruits and Vegetables,123.5414,OUT027,1985,Medium,Tier 3,Supermarket Type3,4508.1318,39,0.008722342,516848.7775416282,High,Food
FDZ15,13.1,Low Fat,0.020988798,Dairy,117.7782,OUT017,2007,Small,Tier 2,Supermarket Type1,1191.782,17,0.020988798,56781.81285083595,High,Food
FDY51,12.5,Low Fat,0.081260969,Meat,221.7798,OUT049,1999,Medium,Tier 1,Supermarket Type1,3085.3172,25,0.081260969,37968.00897119501,Very High,Food
DRF03,19.1,Low Fat,0.045308131,Dairy,42.5138,OUT046,1997,Small,Tier 1,Supermarket Type1,649.8208,27,0.045308131,14342.255697989394,Low,Food
NCV06,11.3,Low Fat,0.06705851,Household,194.0478,OUT017,2007,Small,Tier 2,Supermarket Type1,3293.7126,17,0.06705851,49116.996485606374,Very High,Non-Food
FDA21,13.65,Low Fat,0.035930784,Snack Foods,184.4924,OUT013,1987,High,Tier 3,Supermarket Type1,9069.5276,37,0.035930784,252416.6352729737,Very High,Snacks
NCQ53,12.15,Low Fat,0.018813776,Health and Hygiene,235.259,OUT027,1985,Medium,Tier 3,Supermarket Type3,5672.616,39,0.018813776,301513.9544555011,Very High,Non-Food
NCO29,12.15,Low Fat,0.032099989,Health and Hygiene,164.1526,OUT027,1985,Medium,Tier 3,Supermarket Type3,2960.1468,39,0.032099989,92216.44281560346,Very High,Non-Food
FDT26,18.85,Regular,0.06823032,Dairy,121.044,OUT018,2009,Medium,Tier 3,Supermarket Type2,1557.972,15,0.06823032,22834.01279665697,High,Food
FDI21,5.59,Regular,0.056592115,Snack Foods,65.0168,OUT035,2004,Small,Tier 2,Supermarket Type1,447.4176,20,0.056592115,7906.00598687644,Medium,Snacks
NCI55,18.6,Low Fat,0.012643035,Household,119.8414,OUT013,1987,High,Tier 3,Supermarket Type1,365.5242,37,0.012643035,28911.111928425413,High,Non-Food
FDZ04,9.31,Low Fat,0.063529046,Frozen Foods,63.751,OUT010,1998,Small,Tier 3,Grocery Store,126.502,26,0.063529046,1991.2466496033953,Medium,Food
FDL27,6.17,Low Fat,0.010630949,Meat,65.9826,OUT046,1997,Small,Tier 1,Supermarket Type1,1162.4868,27,0.010630949,109349.29703829826,Medium,Food
FDS45,5.175,Regular,0.029490377,Snack Foods,107.6622,OUT035,2004,Small,Tier 2,Supermarket Type1,2858.2794,20,0.029490377,96922.44354828016,High,Snacks
NCG43,13.15,Low Fat,0.129983688,Household,93.0462,OUT019,1985,Small,Tier 1,Grocery Store,185.0924,39,0.129983688,1423.966367226017,Medium,Non-Food
FDU28,19.2,Regular,0.094300933,Frozen Foods,187.5214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695.7926,15,0.094300933,17982.77648005879,Very High,Food
FDO20,12.85,Regular,0.152001201,Fruits and Vegetables,252.3382,OUT013,1987,High,Tier 3,Supermarket Type1,6056.1168,37,0.152001201,39842.55887557099,Very High,Food
NCG55,16.25,Low Fat,0.039113587,Household,116.0176,OUT013,1987,High,Tier 3,Supermarket Type1,1488.7288,37,0.039113587,38061.679180689825,High,Non-Food
NCM42,6.13,Low Fat,0.02848169,Household,110.4912,OUT017,2007,Small,Tier 2,Supermarket Type1,1310.2944,17,0.02848169,46004.79817033329,High,Non-Food
NCG07,12.3,Low Fat,0.05271592,Household,189.653,OUT018,2009,Medium,Tier 3,Supermarket Type2,569.259,15,0.05271592,10798.616433138224,Very High,Non-Food
NCQ29,12.15,Low Fat,0.182493512,Health and Hygiene,258.8278,OUT019,1985,Small,Tier 1,Grocery Store,1041.3112,39,0.182493512,5706.017647356143,Very High,Non-Food
NCV05,10.1,Low Fat,0.050562853,Health and Hygiene,153.3656,OUT010,1998,Small,Tier 3,Grocery Store,463.3968,26,0.050562853,9164.767660559028,Very High,Non-Food
NCO02,11.15,Low Fat,0.07366703,Others,66.2142,OUT018,2009,Medium,Tier 3,Supermarket Type2,131.8284,15,0.07366703,1789.5169657308024,Medium,Non-Food
FDH19,19.35,Low Fat,0.03322326,Meat,172.0738,OUT018,2009,Medium,Tier 3,Supermarket Type2,3301.7022,15,0.03322326,99379.23611349399,Very High,Food
DRG13,17.25,Low Fat,0.037396492,Soft Drinks,165.6526,OUT017,2007,Small,Tier 2,Supermarket Type1,1808.9786,17,0.037396492,48372.94899211401,Very High,Drinks
FDI57,19.85,Low Fat,0.054015429,Seafood,196.3768,OUT035,2004,Small,Tier 2,Supermarket Type1,4138.6128,20,0.054015429,76619.08600226058,Very High,Food
FDX51,9.5,Regular,0.02210346,Meat,194.7452,OUT045,2002,Small,Tier 2,Supermarket Type1,1370.2164,22,0.02210346,61991.03669742204,Very High,Food
FDW33,9.395,Low Fat,0.099274694,Snack Foods,104.528,OUT049,1999,Medium,Tier 1,Supermarket Type1,852.224,25,0.099274694,8584.503922016622,High,Snacks
DRE12,4.59,Low Fat,0.070721656,Soft Drinks,113.286,OUT013,1987,High,Tier 3,Supermarket Type1,1471.418,37,0.070721656,20805.76280623293,High,Drinks
FDY31,5.98,Low Fat,0.043554614,Fruits and Vegetables,148.2418,OUT035,2004,Small,Tier 2,Supermarket Type1,2354.2688,20,0.043554614,54053.25828395586,High,Food
